DEPTH,DT,CNL,DEN,GR,RD,RS,DTXX,sample_weight
2523.5,103.6286272,22.9,2.323,129,7.73,7.82,168.4507358,0.9999417301541443
2523.625,106.65294,23.4,2.338,133,7.28,7.43,174.5832844,0.9999596656124583
2523.75,109.6111065,23.9,2.395,135,6.99,7.2,179.9799554,0.9999195430656537
2523.875,109.5911754,23.9,2.472,135,6.96,7.21,183.9992304,0.9999790739056718
2524.0,106.8857687,23.3,2.537,135,7.14,7.43,186.1700051,0.9999977842083279
2524.125,105.6960876,22.5,2.563,134,7.42,7.75,187.0417545,0.9999646343813454
2524.25,104.9751986,22.0,2.555,132,7.66,8.05,187.0039365,0.9998907510289483
2524.375,104.6085106,21.8,2.547,130,7.79,8.22,186.4957289,0.9998375957834977
2524.5,104.9878979,21.9,2.541,129,7.73,8.2,185.9287644,0.9998924037943401
2524.625,105.8419005,21.9,2.528,129,7.45,7.94,185.5412152,0.9999746428338335
2524.75,107.0117049,22.0,2.515,130,6.99,7.5,185.5177815,0.999994821404886
2524.875,108.0067863,22.4,2.509,132,6.47,6.97,185.6628927,0.9999278390334982
2525.0,107.9261457,23.1,2.506,134,6.02,6.49,185.6166507,0.9999361473860562
2525.125,106.5366016,23.6,2.503,135,5.72,6.14,185.0618906,0.9999995187249283
2525.25,104.644375,23.1,2.504,136,5.7,6.06,183.8210129,0.9998432579728105
2525.375,101.675625,21.9,2.502,137,5.99,6.28,181.7891068,0.9999962745037907
2525.5,99.28392205,20.9,2.493,138,6.55,6.75,179.5086961,0.999830546368496
2525.625,97.63057067,20.5,2.471,138,7.31,7.41,177.5128398,0.9994548592055863
2525.75,96.8705061,20.5,2.441,135,8.11,8.12,176.2016452,0.9992105985057794
2525.875,97.10286417,20.6,2.416,128,8.78,8.74,175.8473232,0.9992900510096852
2526.0,98.37238517,20.7,2.418,122,9.18,9.12,176.6391539,0.9996498066377567
2526.125,100.731355,20.7,2.442,119,9.37,9.3,178.2573013,0.9999842270639263
2526.25,102.4491323,20.8,2.476,121,9.44,9.38,179.9753612,0.9999542415466579
2526.375,102.7751073,21.1,2.499,126,9.4,9.37,181.3755249,0.9999225291943388
2526.5,102.0087927,21.6,2.502,129,9.21,9.24,182.1335807,0.9999839003394915
2526.625,101.4127571,22.2,2.492,128,8.92,8.98,182.0451191,0.9999999174978534
2526.75,100.791202,22.5,2.477,125,8.61,8.66,181.0630817,0.9999870581674352
2526.875,99.75746358,22.2,2.461,122,8.25,8.28,179.6029768,0.9998988346600419
2527.0,98.24429154,21.3,2.444,120,7.83,7.85,177.876551,0.9996476104001081
2527.125,96.96313077,20.5,2.433,120,7.48,7.48,176.0936944,0.9998840904379785
2527.25,96.26363983,20.2,2.443,120,7.26,7.26,174.4781192,0.9999591096207374
2527.375,94.65250138,20.5,2.476,122,7.15,7.17,173.2910293,0.9991378478838226
2527.5,95.016425,21.1,2.516,125,7.16,7.19,173.1728625,0.9995429933781359
2527.625,95.93568419,21.5,2.549,126,7.29,7.32,174.2639415,0.9998640513375567
2527.75,97.49129961,21.6,2.557,125,7.41,7.45,176.5168291,0.9999962460913511
2527.875,99.82627402,21.6,2.529,123,7.38,7.44,179.7024781,0.9998398362736277
2528.0,102.8719138,21.7,2.464,121,7.2,7.27,183.4280393,0.9995354128129105
2528.125,104.7814447,21.8,2.379,121,7.02,7.09,186.969788,0.9999074171563114
2528.25,105.5152451,21.8,2.302,124,6.88,6.97,189.5808522,0.999974639346634
2528.375,106.0799187,22.0,2.274,131,6.79,6.9,190.9723087,0.9999719712237228
2528.5,105.7183386,22.4,2.315,138,6.74,6.86,191.0263707,0.9996544108842292
2528.625,104.104269,22.9,2.407,142,6.74,6.82,189.7948467,0.9995179758962056
2528.75,102.8122743,22.9,2.502,144,6.69,6.74,187.487432,0.9997598419428254
2528.875,101.0305976,22.2,2.557,144,6.56,6.59,184.6521992,0.9999809689057207
2529.0,97.79299127,21.4,2.57,145,6.4,6.41,182.0470834,0.9997480937454019
2529.125,95.95360289,20.8,2.564,147,6.36,6.34,179.9841707,0.9998568934488036
2529.25,95.63349075,20.2,2.572,150,6.52,6.46,178.5972575,0.9999007546708166
2529.375,95.09083983,19.8,2.591,153,6.82,6.72,177.8501856,0.9999568245477896
2529.5,93.99823812,20.1,2.579,154,7.03,6.9,177.5310419,0.9999999334944264
2529.625,94.98287087,20.8,2.517,152,7.04,6.91,177.1892858,0.9999652369871282
2529.75,95.6582147,21.0,2.444,150,6.85,6.79,176.5912686,0.9998976522191545
2529.875,95.88363589,20.5,2.408,147,6.61,6.63,175.7031039,0.9998671636211753
2530.0,95.75651398,19.8,2.382,145,6.48,6.56,174.6017793,0.9998848450290011
2530.125,95.04712126,19.2,2.383,140,6.67,6.76,173.4645526,0.9999603406066312
2530.25,93.27743622,18.8,2.426,134,7.2,7.3,172.6527088,0.9999773150539981
2530.375,92.33374803,18.4,2.489,130,7.86,7.97,172.2881726,0.999886350607691
2530.5,92.52359475,18.3,2.535,128,8.23,8.4,172.3418503,0.9999102396253172
2530.625,93.65078478,18.8,2.55,127,8.14,8.39,172.653268,0.9999940976923312
2530.75,95.34076831,19.7,2.551,126,7.69,8.02,172.9770459,0.9999338576869368
2530.875,97.77605374,20.9,2.547,123,7.11,7.52,172.9876266,0.999454764560122
2531.0,98.30030899,22.0,2.542,122,6.66,7.12,172.4611676,0.999291091501986
2531.125,97.67632165,22.3,2.538,123,6.6,7.09,171.5669677,0.9994834743940447
2531.25,95.670554,21.6,2.54,126,7.19,7.68,170.5633683,0.9998960859794912
2531.375,92.80855289,20.2,2.553,127,8.32,8.8,169.8932804,0.9999408130489827
2531.5,90.66450827,18.7,2.571,127,9.6,10.12,170.1898577,0.999555154864507
2531.625,90.61349121,17.7,2.586,126,10.39,11.05,172.8776037,0.9995416075850263
2531.75,91.80018806,17.5,2.589,127,10.34,11.19,177.2365033,0.9998041395751891
2531.875,93.26469724,18.2,2.577,128,9.32,10.33,182.6488799,0.9999765503016349
2532.0,95.21483163,19.4,2.556,130,7.86,8.91,188.0796402,0.9999460403449251
2532.125,97.65472789,20.4,2.538,133,6.52,7.5,192.2613659,0.9994895884021923
2532.25,98.26242146,20.7,2.53,136,5.79,6.72,193.6380884,0.9993036384451738
2532.375,94.99285499,20.1,2.524,137,5.82,6.75,191.2137199,0.999964497281141
2532.5,88.72130085,18.6,2.512,135,6.79,7.74,185.2366726,0.9999289693213401
2532.625,82.44270925,16.5,2.499,131,9.05,10.05,177.2934677,0.9998853949231961
2532.75,77.82341942,13.9,2.508,128,12.57,13.62,168.8823766,0.9998086836049146
2532.875,74.68348806,11.4,2.55,125,17.05,18.12,160.8839842,0.9988812587800129
2533.0,71.55143425,9.8,2.591,125,21.3,22.29,151.0600833,0.9971915278061713
2533.125,71.22304633,9.4,2.617,128,23.65,24.59,145.4794011,0.9969702735887728
2533.25,73.2668521,10.2,2.636,132,22.5,23.49,143.0226803,0.9982113871566094
2533.375,76.64453346,11.5,2.642,133,18.58,19.66,142.9892571,0.9995506433577344
2533.5,80.11324416,13.1,2.633,129,13.99,15.08,145.0536848,0.9999997705341177
2533.625,82.58265033,14.6,2.615,125,10.84,11.88,149.7881829,0.999971481491095
2533.75,84.68515728,16.0,2.598,123,9.35,10.33,154.7192341,0.9999391562661345
2533.875,85.72881444,16.8,2.587,123,8.89,9.84,159.6769223,0.9997948665476722
2534.0,88.0732544,17.1,2.579,122,8.94,9.91,164.8947802,0.9991607458233766
2534.125,92.42545,17.5,2.571,121,9.14,10.19,170.448425,0.9999593402773176
2534.25,97.78119554,18.5,2.558,121,9.16,10.33,176.2290321,0.9992660303635617
2534.375,101.7168911,20.2,2.539,123,8.79,10.04,181.8660892,0.9995415808017821
2534.5,104.42341,21.9,2.519,127,8.18,9.45,187.0519673,0.9999797732604994
2534.625,105.6899419,22.9,2.504,131,7.63,8.88,191.4109238,0.9999883146994479
2534.75,107.4001942,23.2,2.496,134,7.25,8.47,194.6200419,0.9998009992698399
2534.875,109.8594341,23.3,2.493,136,7.03,8.2,196.4800213,0.999802183757025
2535.0,109.4577772,23.5,2.496,137,6.98,8.05,196.9600081,0.9999292720044811
2535.125,109.0576626,23.7,2.502,138,7.03,8.0,195.5248365,0.9999833607450985
2535.25,106.5522339,23.8,2.51,139,7.12,7.98,192.917287,0.9999754379877578
2535.375,104.1114793,23.8,2.517,139,7.24,7.99,189.5914997,0.999953864765561
2535.5,101.3622201,23.6,2.516,138,7.38,8.04,185.7212336,0.9999999968918678
2535.625,97.02929528,22.9,2.506,136,7.54,8.09,181.3748567,0.9998934381592988
2535.75,94.04077822,21.9,2.492,134,7.75,8.18,177.0703948,0.9999415482082421
2535.875,93.52644547,20.9,2.483,133,8.11,8.4,173.0421045,0.9999803672364999
2536.0,91.44414587,20.5,2.477,132,8.6,8.77,169.2424573,0.9999263268715705
2536.125,89.95420945,20.3,2.467,130,8.99,9.08,166.0571886,0.9996797999947841
2536.25,90.55534429,20.1,2.451,129,9.13,9.16,163.6724695,0.9998001235539103
2536.375,92.12250984,19.8,2.421,129,9.08,9.08,161.8772504,0.99998113254821
2536.5,92.27785761,19.6,2.377,130,9.0,8.99,160.7909643,0.999988624521379
2536.625,88.1681519,19.4,2.342,132,8.91,8.92,160.2398134,0.9999887795770479
2536.75,85.72102638,19.1,2.349,131,8.85,8.89,160.0454864,0.9999961859540242
2536.875,84.97839882,18.3,2.4,129,8.98,9.02,160.3043241,0.9999565150665949
2537.0,83.69739652,17.5,2.474,126,9.29,9.28,161.2398885,0.9999951628569813
2537.125,82.35594311,17.2,2.545,125,9.4,9.35,163.1319488,0.9999971743083411
2537.25,83.30931483,17.4,2.595,125,9.12,9.06,166.1093025,0.9999817023682058
2537.375,87.08163189,18.0,2.605,124,8.59,8.53,170.1052281,0.999864791215232
2537.5,90.98174016,18.4,2.573,123,8.13,8.05,174.7830276,0.9999991088625092
2537.625,93.85124501,18.9,2.513,121,7.79,7.69,179.7677713,0.9996436692760224
2537.75,96.80365577,19.6,2.436,118,7.49,7.39,184.7232755,0.9999357273484116
2537.875,99.81628701,21.2,2.356,117,7.25,7.13,189.1931738,0.9998831119465115
2538.0,106.8540126,23.5,2.286,118,7.11,6.93,192.4933201,0.9999787027286491
2538.125,111.5095607,25.4,2.245,121,7.04,6.79,194.7807909,0.999996836927191
2538.25,112.5861772,25.9,2.258,123,7.07,6.74,196.0022537,0.9999026220381022
2538.375,111.5075334,25.2,2.325,122,7.22,6.8,196.1060073,0.9999580941417648
2538.5,111.3265131,24.2,2.4,123,7.42,6.92,195.1377494,0.9999421668927179
2538.625,108.5202978,23.6,2.47,125,7.49,6.97,193.684528,0.9999795188036497
2538.75,107.2260243,23.5,2.537,127,7.33,6.84,192.1194035,0.999840878268009
2538.875,106.6640295,23.4,2.543,128,6.98,6.55,190.7297289,0.9997399435113165
2539.0,106.5335982,23.0,2.497,129,6.58,6.22,189.7309441,0.9997129925071123
2539.125,107.2151304,22.7,2.441,128,6.29,5.99,189.2353888,0.9998391560965737
2539.25,108.2928043,22.8,2.389,127,6.22,5.91,189.2001198,0.9999646281890291
2539.375,109.0430815,23.4,2.326,126,6.32,5.95,189.4290742,0.999998416831783
2539.5,109.2002783,24.3,2.259,128,6.54,6.11,189.9104482,0.9999999239560806
2539.625,108.7719146,24.7,2.228,131,6.84,6.39,190.4087031,0.9999912796296951
2539.75,108.3818321,24.6,2.252,134,7.13,6.71,190.7288862,0.9999709370089769
2539.875,109.7626556,24.3,2.317,136,7.31,6.94,190.9160581,0.9999895083024251
2540.0,108.3520171,24.4,2.369,137,7.35,7.03,190.731771,0.9999688931697606
2540.125,107.4902205,24.9,2.384,138,7.31,7.03,190.2610482,0.9999750177777624
2540.25,107.2217409,25.3,2.373,139,7.24,6.97,190.0285897,0.9999889759633511
2540.375,107.5710281,25.0,2.355,139,7.1,6.82,190.1632701,0.9999697141408606
2540.5,108.3494904,24.1,2.334,138,6.82,6.52,190.5356559,0.9998924960466615
2540.625,107.5790671,22.9,2.308,137,6.4,6.1,191.4244354,0.9999691586204839
2540.75,107.6556094,21.9,2.285,137,5.93,5.66,192.3056431,0.999963616437138
2540.875,106.8563033,21.8,2.271,137,5.49,5.28,192.5814059,0.9999989261437685
2541.0,105.8909881,22.2,2.267,136,5.18,5.01,192.2056278,0.9999750308086822
2541.125,105.3786879,22.7,2.279,134,5.08,4.92,191.1534845,0.9999327815176426
2541.25,104.9131356,22.4,2.313,132,5.28,5.07,189.2404,0.9998766082301879
2541.375,101.7196481,21.5,2.367,132,5.65,5.42,186.9070667,0.9999998888115205
2541.5,99.7957771,20.6,2.428,132,6.04,5.83,184.7934302,0.999847300316198
2541.625,99.06333878,20.2,2.48,133,6.33,6.19,183.178273,0.9997132339406295
2541.75,99.43876877,20.5,2.52,134,6.48,6.42,182.3366377,0.9997871853265986
2541.875,100.6435594,21.3,2.55,134,6.51,6.54,182.4555811,0.9999501717075343
2542.0,101.5564531,21.7,2.562,133,6.45,6.56,183.5047937,0.9999981682610568
2542.125,103.5197509,21.5,2.553,132,6.38,6.57,185.0836318,0.9998808219965489
2542.25,104.9504257,20.9,2.527,131,6.39,6.6,186.6970397,0.9996057014249607
2542.375,105.9694467,20.8,2.507,130,6.46,6.68,188.0844852,0.9993123394803917
2542.5,106.5634617,21.4,2.504,130,6.53,6.76,189.0522254,0.9991039749791131
2542.625,106.2572491,22.6,2.518,132,6.58,6.82,189.4814033,0.999214820524686
2542.75,105.022423,23.8,2.541,135,6.63,6.87,189.4038114,0.9995876338809918
2542.875,104.3065932,24.2,2.561,138,6.68,6.9,188.6900369,0.9997492855551251
2543.0,103.878753,23.4,2.566,141,6.67,6.88,188.1834417,0.9998268042307265
2543.125,103.2999344,22.0,2.561,142,6.58,6.76,187.578089,0.9999089288088885
2543.25,102.2543556,21.1,2.555,142,6.38,6.55,186.1998886,0.9999909491341772
2543.375,101.1120491,20.8,2.546,142,6.08,6.24,183.7652594,0.9999203309139231
2543.5,97.26205768,20.5,2.53,144,5.78,5.94,180.687172,0.9998795761502828
2543.625,92.36457605,19.9,2.514,145,5.73,5.83,175.2956043,0.9999906508220935
2543.75,88.50820092,18.7,2.515,141,6.36,6.31,169.1994453,0.9992626067205826
2543.875,85.61439547,16.9,2.53,131,7.68,7.47,163.712527,0.997954868436358
2544.0,81.73675223,15.0,2.545,120,9.36,9.15,159.3998621,0.9951839489538687
2544.125,80.99823517,13.7,2.554,113,10.66,10.8,157.0171521,0.994524637807129
2544.25,82.9898874,13.4,2.558,113,11.05,11.83,158.0081317,0.9962065582011987
2544.375,86.10681503,14.4,2.553,118,10.23,11.67,161.0025278,0.9982233844991323
2544.5,89.636171,16.0,2.542,125,8.7,10.48,165.2764844,0.9995956623766411
2544.625,93.53730945,17.7,2.524,130,7.12,8.92,170.2095209,0.9999179887688187
2544.75,98.82569528,19.0,2.501,131,6.07,7.74,175.0807479,0.9998044397245426
2544.875,101.1279727,20.0,2.483,132,5.54,7.13,178.4679834,0.9991952285285906
2545.0,102.6041665,20.8,2.483,134,5.31,6.87,180.1395157,0.9985872076770445
